User_ID,Page_Viewed,Time_Spent_Seconds
User_3214,Homepage,471
User_132,Product Page,97
User_4646,Cart Page,443
User_4148,Product Page,494
User_1338,Checkout Page,574
User_903,Category Page,205
User_3514,Category Page,224
User_1545,Product Page,103
User_1700,Checkout Page,60
User_31,Homepage,517
User_4350,Homepage,220
User_2832,Checkout Page,110
User_2004,Category Page,210
User_710,Cart Page,169
User_3166,Homepage,537
User_154,Checkout Page,210
User_3731,Category Page,131
User_1076,Homepage,189
User_2100,Category Page,84
User_1705,Cart Page,320
User_1851,Homepage,216
User_3608,Homepage,539
User_3885,Category Page,10
User_2838,Category Page,578
User_425,Homepage,48
User_264,Checkout Page,434
User_788,Checkout Page,461
User_3090,Homepage,241
User_3370,Checkout Page,387
User_1361,Product Page,376
User_3310,Category Page,149
User_2429,Checkout Page,162
User_2211,Homepage,446
User_1366,Checkout Page,359
User_3775,Cart Page,237
User_570,Product Page,170
User_2150,Cart Page,527
User_1417,Category Page,411
User_3393,Product Page,329
User_2434,Cart Page,241
User_3336,Cart Page,353
User_228,Category Page,44
User_1977,Category Page,434
User_2997,Cart Page,551
User_39,Category Page,87
User_1508,Category Page,20
User_1057,Product Page,17
User_687,Cart Page,157
User_1278,Homepage,556
User_1641,Product Page,371
User_39,Category Page,419
User_3736,Cart Page,381
User_879,Homepage,59
User_1902,Homepage,526
User_3519,Homepage,158
User_2502,Homepage,319
User_4167,Cart Page,536
User_4032,Checkout Page,452
User_361,Product Page,569
User_4309,Cart Page,142
User_212,Homepage,46
User_94,Cart Page,381
User_4606,Homepage,83
User_4311,Homepage,482
User_2879,Cart Page,96
User_2867,Cart Page,275
User_3548,Cart Page,443
User_2089,Product Page,276
User_576,Cart Page,339
User_105,Category Page,239
User_1624,Product Page,446
User_4007,Product Page,245
User_3091,Checkout Page,79
User_4161,Category Page,275
User_4599,Checkout Page,326
User_441,Homepage,180
User_4223,Category Page,188
User_1217,Checkout Page,539
User_2945,Product Page,107
User_2620,Product Page,14
User_1979,Product Page,75
User_1552,Category Page,433
User_1698,Homepage,367
User_1666,Category Page,225
User_841,Checkout Page,221
User_2553,Product Page,116
User_571,Cart Page,190
User_2550,Category Page,531
User_4530,Homepage,179
User_1747,Cart Page,266
User_3637,Category Page,509
User_4095,Homepage,383
User_4076,Cart Page,364
User_1182,Cart Page,552
User_733,Cart Page,544
User_987,Category Page,471
User_3012,Category Page,250
User_3802,Checkout Page,277
User_3278,Category Page,508
User_886,Product Page,135
User_3865,Category Page,415
User_2471,Checkout Page,351
User_3773,Cart Page,312
User_3800,Product Page,262
User_2245,Checkout Page,99
User_4621,Product Page,196
User_2823,Homepage,215
User_3177,Homepage,91
User_3123,Checkout Page,36
User_4322,Product Page,534
User_3137,Cart Page,351
User_755,Homepage,438
User_342,Checkout Page,585
User_2212,Product Page,10
User_1515,Homepage,94
User_1374,Product Page,358
User_281,Product Page,525
User_2537,Product Page,176
User_1553,Cart Page,88
User_2260,Product Page,137
User_285,Cart Page,88
User_4159,Category Page,393
User_384,Checkout Page,323
User_4322,Homepage,323
User_4277,Product Page,168
User_3076,Product Page,340
User_2536,Homepage,284
User_2314,Product Page,133
User_2772,Category Page,461
User_3960,Checkout Page,390
User_4480,Category Page,224
User_2249,Checkout Page,298
User_4050,Product Page,11
User_3260,Cart Page,583
User_1608,Category Page,203
User_2379,Checkout Page,233
User_755,Product Page,191
User_310,Product Page,573
User_518,Category Page,410
User_4496,Checkout Page,258
User_1718,Homepage,70
User_3572,Cart Page,547
User_2523,Product Page,570
User_863,Category Page,236
User_1239,Cart Page,14
User_2189,Product Page,343
User_2198,Cart Page,134
User_2614,Product Page,128
User_794,Category Page,478
User_1865,Category Page,352
User_1415,Checkout Page,494
User_2044,Cart Page,36
User_1692,Checkout Page,196
User_2990,Category Page,412
User_3947,Product Page,558
User_3237,Homepage,509
User_330,Checkout Page,129
User_473,Category Page,13
User_3392,Product Page,241
User_1421,Cart Page,107
User_3619,Homepage,345
User_3283,Checkout Page,228
User_4532,Homepage,78
User_4367,Product Page,496
User_1667,Homepage,17
User_2914,Checkout Page,525
User_708,Category Page,425
User_1750,Product Page,470
User_4839,Cart Page,124
User_3493,Cart Page,569
User_1960,Product Page,570
User_2976,Checkout Page,449
User_4691,Category Page,116
User_1548,Category Page,581
User_1884,Product Page,115
User_3959,Category Page,28
User_4066,Cart Page,550
User_3351,Category Page,397
User_4145,Cart Page,534
User_3694,Homepage,263
User_3428,Homepage,325
User_2632,Cart Page,107
User_3231,Checkout Page,121
User_2118,Category Page,137
User_1810,Product Page,102
User_1813,Checkout Page,529
User_902,Cart Page,212
User_1071,Category Page,323
User_4739,Checkout Page,490
User_2432,Category Page,400
User_1133,Cart Page,178
User_688,Cart Page,596
User_386,Category Page,83
User_4223,Category Page,210
User_506,Cart Page,543
User_3855,Category Page,219
User_4176,Product Page,78
User_4419,Homepage,376
User_189,Homepage,37
User_1684,Cart Page,63
User_3832,Product Page,190
User_656,Category Page,132
User_1884,Product Page,198
User_812,Checkout Page,259
User_4157,Homepage,153
User_3856,Product Page,200
User_4046,Category Page,15
User_828,Checkout Page,408
User_2189,Cart Page,393
User_2055,Product Page,106
User_3382,Cart Page,57
User_1188,Category Page,230
User_2221,Homepage,62
User_1425,Homepage,25
User_3743,Product Page,243
User_2245,Checkout Page,323
User_2671,Category Page,202
User_1548,Category Page,258
User_4044,Category Page,54
User_2346,Cart Page,272
User_4176,Homepage,350
User_1840,Homepage,288
User_4736,Homepage,140
User_4923,Product Page,407
User_2309,Checkout Page,565
User_1409,Cart Page,237
User_1910,Homepage,488
User_2638,Checkout Page,191
User_4832,Checkout Page,127
User_4085,Category Page,24
User_4007,Homepage,424
User_692,Checkout Page,371
User_1251,Homepage,399
User_3206,Cart Page,129
User_4371,Checkout Page,571
User_2773,Checkout Page,220
User_513,Category Page,581
User_4230,Product Page,107
User_4256,Cart Page,199
User_1426,Homepage,234
User_3816,Checkout Page,203
User_1364,Cart Page,384
User_4527,Homepage,241
User_737,Homepage,473
User_2188,Cart Page,348
User_4733,Checkout Page,542
User_1111,Category Page,353
User_2256,Checkout Page,546
User_1748,Checkout Page,438
User_134,Checkout Page,583
User_267,Product Page,82
User_2511,Checkout Page,520
User_1179,Product Page,264
User_4973,Homepage,309
User_1875,Checkout Page,94
User_141,Product Page,443
User_4655,Category Page,302
User_4196,Product Page,97
User_3250,Cart Page,225
User_3957,Product Page,376
User_688,Category Page,60
User_1435,Homepage,21
User_4149,Homepage,416
User_3481,Checkout Page,516
User_694,Category Page,211
User_3528,Product Page,311
User_2244,Category Page,134
User_27,Category Page,60
User_397,Product Page,407
User_1280,Checkout Page,459
User_4175,Product Page,498
User_2745,Category Page,410
User_3637,Cart Page,318
User_2639,Checkout Page,580
User_556,Checkout Page,571
User_1441,Checkout Page,379
User_1506,Product Page,431
User_239,Cart Page,63
User_2100,Checkout Page,431
User_3970,Homepage,157
User_2286,Checkout Page,292
User_555,Cart Page,206
User_4526,Checkout Page,124
User_2984,Cart Page,175
User_83,Checkout Page,331
User_2577,Cart Page,115
User_1210,Cart Page,383
User_718,Product Page,350
User_2147,Category Page,173
User_3075,Product Page,36
User_1203,Checkout Page,234
User_2083,Product Page,570
User_3322,Checkout Page,526
User_429,Homepage,122
User_4874,Checkout Page,435
User_339,Checkout Page,501
User_2631,Product Page,416
User_2537,Checkout Page,477
User_4942,Product Page,369
User_2771,Checkout Page,577
User_1953,Product Page,594
User_2351,Homepage,378
User_3179,Checkout Page,581
User_4906,Product Page,313
User_1269,Product Page,151
User_82,Checkout Page,35
User_3943,Checkout Page,307
User_1725,Cart Page,552
User_3665,Checkout Page,65
User_3142,Cart Page,450
User_3858,Category Page,551
User_3676,Homepage,445
User_1663,Checkout Page,109
User_222,Checkout Page,398
User_2731,Checkout Page,275
User_4068,Category Page,36
User_876,Category Page,514
User_3896,Checkout Page,424
User_2324,Cart Page,585
User_3477,Checkout Page,64
User_3159,Checkout Page,223
User_4058,Checkout Page,437
User_316,Cart Page,55
User_3881,Category Page,474
User_2289,Product Page,429
User_1468,Cart Page,116
User_220,Checkout Page,61
User_998,Cart Page,90
User_210,Category Page,510
User_4667,Homepage,283
User_2577,Homepage,252
User_4946,Cart Page,349
User_2716,Cart Page,534
User_1267,Cart Page,124
User_3767,Homepage,137
User_956,Category Page,132
User_1785,Cart Page,543
User_3905,Product Page,236
User_4329,Homepage,36
User_1660,Homepage,473
User_623,Category Page,19
User_1841,Checkout Page,561
User_4448,Checkout Page,459
User_3717,Cart Page,425
User_4474,Checkout Page,28
User_1934,Cart Page,502
User_4869,Cart Page,196
User_2482,Product Page,100
User_2488,Category Page,439
User_4622,Cart Page,83
User_2597,Product Page,520
User_4006,Cart Page,494
User_3636,Checkout Page,416
User_395,Cart Page,202
User_3013,Homepage,565
User_4112,Category Page,301
User_2728,Homepage,390
User_1607,Checkout Page,366
User_401,Checkout Page,283
User_3305,Checkout Page,543
User_1533,Product Page,480
User_3014,Checkout Page,545
User_2131,Checkout Page,90
User_3449,Cart Page,145
User_1758,Cart Page,289
User_212,Checkout Page,46
User_4351,Checkout Page,342
User_1763,Homepage,481
User_4991,Cart Page,140
User_1373,Homepage,342
User_4901,Category Page,361
User_4740,Category Page,30
User_376,Product Page,346
User_3188,Homepage,332
User_1817,Product Page,269
User_4006,Checkout Page,202
User_3398,Homepage,379
User_4764,Cart Page,348
User_714,Category Page,519
User_3038,Checkout Page,137
User_3907,Category Page,150
User_174,Cart Page,220
User_337,Homepage,416
User_3893,Cart Page,72
User_1832,Homepage,128
User_1915,Checkout Page,124
User_2837,Cart Page,315
User_3026,Product Page,76
User_3396,Category Page,307
User_4745,Homepage,52
User_1861,Checkout Page,243
User_3816,Cart Page,241
User_2870,Checkout Page,442
User_2648,Product Page,376
User_1991,Cart Page,109
User_3248,Category Page,491
User_1249,Category Page,166
User_568,Homepage,282
User_3679,Product Page,240
User_2496,Product Page,327
User_1935,Cart Page,249
User_2809,Checkout Page,364
User_1309,Product Page,140
User_1302,Cart Page,18
User_2232,Category Page,540
User_4982,Homepage,358
User_1428,Homepage,295
User_4583,Product Page,219
User_2457,Cart Page,247
User_614,Cart Page,294
User_4265,Cart Page,60
User_2261,Cart Page,135
User_4494,Cart Page,553
User_2226,Product Page,101
User_439,Homepage,541
User_3410,Homepage,406
User_4228,Product Page,105
User_1598,Product Page,273
User_1738,Checkout Page,66
User_325,Checkout Page,147
User_2711,Checkout Page,143
User_4457,Checkout Page,482
User_4257,Category Page,225
User_3560,Cart Page,204
User_4637,Homepage,104
User_3189,Product Page,333
User_3969,Cart Page,200
User_2544,Product Page,503
User_607,Product Page,91
User_1005,Product Page,74
User_695,Checkout Page,223
User_3952,Category Page,469
User_132,Category Page,16
User_2771,Product Page,292
User_1845,Category Page,591
User_4019,Checkout Page,314
User_2759,Checkout Page,347
User_3060,Homepage,514
User_432,Product Page,233
User_1547,Category Page,180
User_4998,Homepage,48
User_3595,Homepage,335
User_2629,Homepage,49
User_3846,Homepage,55
User_4117,Checkout Page,260
User_369,Checkout Page,227
User_4862,Cart Page,460
User_3212,Checkout Page,266
User_2250,Product Page,196
User_3401,Checkout Page,494
User_1723,Cart Page,474
User_4390,Cart Page,289
User_3902,Product Page,65
User_3199,Product Page,434
User_910,Checkout Page,261
User_4832,Product Page,553
User_2164,Checkout Page,34
User_4554,Cart Page,315
User_278,Homepage,167
User_621,Checkout Page,24
User_766,Cart Page,178
User_824,Cart Page,124
User_1614,Homepage,119
User_3547,Homepage,13
User_1731,Product Page,144
User_4705,Homepage,135
User_4475,Product Page,334
User_4230,Cart Page,377
User_1254,Category Page,229
User_3176,Checkout Page,45
User_2755,Checkout Page,107
User_626,Homepage,240
User_1515,Product Page,31
User_2668,Cart Page,45
User_2513,Category Page,338
User_844,Category Page,362
User_4709,Checkout Page,220
User_771,Checkout Page,113
User_3294,Homepage,15
User_3604,Homepage,175
User_3026,Checkout Page,407
User_4213,Homepage,12
User_2819,Homepage,556
User_4127,Category Page,62
User_142,Product Page,355
User_228,Checkout Page,219
User_3208,Category Page,42
User_2884,Category Page,564
User_3256,Checkout Page,172
User_3835,Category Page,163
User_2083,Category Page,101
User_3195,Category Page,539
User_2491,Homepage,242
User_3136,Cart Page,483
User_1449,Cart Page,592
User_4784,Checkout Page,250
User_2415,Homepage,373
User_4024,Cart Page,334
User_3425,Cart Page,563
User_1488,Product Page,14
User_365,Category Page,547
User_300,Checkout Page,159
User_2199,Checkout Page,340
User_2422,Homepage,453
User_1021,Homepage,225
User_3034,Checkout Page,432
User_1563,Cart Page,247
User_3592,Category Page,355
User_3671,Checkout Page,178
User_4304,Category Page,16
User_4877,Homepage,288
User_654,Checkout Page,381
User_1853,Cart Page,383
User_2809,Checkout Page,256
User_1596,Product Page,392
User_2333,Cart Page,38
User_1338,Cart Page,341
User_1240,Checkout Page,473
User_485,Category Page,414
User_1452,Product Page,345
User_1921,Homepage,337
User_3077,Cart Page,78
User_1242,Product Page,407
User_4327,Homepage,184
User_799,Homepage,160
User_1638,Checkout Page,218
User_2889,Product Page,187
User_1564,Product Page,599
User_3816,Homepage,420
User_2492,Checkout Page,346
User_2574,Checkout Page,376
User_2494,Homepage,50
User_1543,Checkout Page,166
User_116,Homepage,260
User_4727,Cart Page,96
User_2528,Product Page,480
User_4834,Cart Page,69
User_1076,Cart Page,220
User_1765,Homepage,63
User_253,Category Page,194
User_2475,Category Page,10
User_4412,Checkout Page,423
User_3272,Product Page,173
User_2353,Cart Page,416
User_2684,Homepage,580
User_4236,Cart Page,533
User_2155,Checkout Page,138
User_4413,Category Page,69
User_3638,Category Page,153
User_3820,Checkout Page,176
User_1830,Category Page,96
User_2003,Category Page,529
User_2852,Category Page,175
User_974,Cart Page,409
User_2767,Checkout Page,422
User_368,Cart Page,176
User_2522,Category Page,226
User_3823,Category Page,184
User_1399,Homepage,397
User_4946,Product Page,143
User_3402,Category Page,10
User_595,Product Page,435
User_4876,Cart Page,503
User_1970,Homepage,501
User_3975,Category Page,210
User_1696,Cart Page,190
User_4695,Category Page,301
User_3775,Product Page,54
User_996,Category Page,361
User_2546,Checkout Page,121
User_2501,Category Page,262
User_227,Homepage,262
User_686,Homepage,269
User_1666,Checkout Page,544
User_2369,Checkout Page,239
User_2285,Category Page,255
User_3032,Product Page,19
User_2578,Homepage,13
User_1640,Homepage,123
User_3066,Homepage,287
User_813,Homepage,457
User_4954,Category Page,390
User_3697,Homepage,276
User_1497,Cart Page,188
User_1682,Category Page,321
User_4142,Product Page,508
User_2662,Product Page,414
User_3544,Homepage,247
User_1499,Category Page,481
User_4079,Homepage,398
User_1842,Cart Page,165
User_3370,Homepage,471
User_4900,Homepage,591
User_2919,Product Page,386
User_3984,Homepage,141
User_3627,Checkout Page,518
User_3441,Product Page,596
User_134,Category Page,102
User_2373,Category Page,548
User_4836,Cart Page,254
User_3915,Cart Page,28
User_3881,Product Page,390
User_2889,Checkout Page,444
User_3608,Checkout Page,570
User_2918,Homepage,158
User_853,Homepage,44
User_3146,Cart Page,330
User_3099,Cart Page,151
User_4206,Checkout Page,453
User_739,Homepage,150
User_3404,Category Page,176
User_158,Homepage,88
User_4742,Homepage,574
User_550,Homepage,147
User_95,Category Page,21
User_1569,Cart Page,116
User_758,Checkout Page,134
User_3453,Checkout Page,402
User_2052,Cart Page,466
User_3875,Category Page,446
User_4603,Cart Page,109
User_4365,Checkout Page,278
User_3680,Product Page,519
User_312,Cart Page,408
User_691,Cart Page,575
User_1037,Product Page,204
User_1626,Product Page,352
User_3312,Homepage,279
User_2628,Homepage,240
User_1569,Homepage,573
User_866,Homepage,308
User_4561,Checkout Page,502
User_1712,Checkout Page,189
User_1772,Product Page,297
User_3860,Cart Page,599
User_3605,Cart Page,238
User_3217,Category Page,249
User_3467,Cart Page,394
User_3051,Cart Page,536
User_962,Homepage,71
User_1233,Product Page,583
User_2791,Category Page,174
User_1125,Category Page,494
User_4865,Homepage,549
User_1489,Homepage,403
User_1446,Homepage,357
User_1037,Cart Page,218
User_3525,Checkout Page,319
User_1586,Category Page,426
User_1745,Checkout Page,327
User_4669,Category Page,386
User_3978,Product Page,438
User_1368,Category Page,529
User_610,Checkout Page,395
User_3384,Homepage,497
User_1899,Homepage,12
User_4901,Cart Page,265
User_4092,Cart Page,577
User_4774,Checkout Page,377
User_4024,Checkout Page,354
User_1453,Cart Page,177
User_1439,Category Page,211
User_3571,Category Page,425
User_1732,Product Page,554
User_2212,Category Page,429
User_1283,Category Page,335
User_2396,Category Page,504
User_1011,Cart Page,588
User_2693,Cart Page,508
User_4666,Checkout Page,28
User_3481,Category Page,405
User_687,Cart Page,350
User_3079,Category Page,456
User_2935,Category Page,224
User_1213,Product Page,182
User_3350,Homepage,519
User_2656,Checkout Page,446
User_3190,Category Page,337
User_263,Category Page,29
User_2067,Category Page,290
User_3587,Checkout Page,476
User_503,Product Page,435
User_3854,Cart Page,87
User_26,Homepage,236
User_2752,Product Page,108
User_4646,Homepage,348
User_2035,Product Page,142
User_4676,Product Page,552
User_4392,Product Page,127
User_2388,Checkout Page,399
User_998,Product Page,397
User_4820,Cart Page,24
User_1606,Checkout Page,458
User_3230,Cart Page,303
User_4540,Homepage,139
User_448,Product Page,395
User_2871,Cart Page,124
User_2676,Checkout Page,524
User_3616,Checkout Page,65
User_4684,Cart Page,83
User_4567,Cart Page,517
User_876,Cart Page,244
User_4412,Cart Page,168
User_879,Checkout Page,326
User_4599,Cart Page,19
User_4986,Product Page,286
User_1985,Cart Page,164
User_2477,Cart Page,75
User_4684,Homepage,541
User_4811,Homepage,432
User_4631,Cart Page,351
User_4384,Homepage,199
User_47,Category Page,167
User_2840,Checkout Page,64
User_537,Product Page,145
User_4915,Product Page,591
User_1423,Homepage,462
User_4946,Homepage,270
User_2717,Checkout Page,18
User_2470,Product Page,71
User_4693,Homepage,290
User_4256,Checkout Page,368
User_2341,Checkout Page,245
User_965,Homepage,503
User_564,Homepage,409
User_813,Category Page,479
User_2295,Cart Page,163
User_1287,Homepage,555
User_931,Product Page,585
User_3684,Product Page,232
User_3954,Product Page,575
User_2839,Product Page,368
User_3787,Homepage,497
User_878,Checkout Page,183
User_4281,Product Page,573
User_4486,Homepage,318
User_4135,Cart Page,137
User_2577,Category Page,179
User_434,Cart Page,583
User_3347,Cart Page,294
User_924,Checkout Page,476
User_704,Category Page,413
User_1619,Category Page,485
User_1241,Checkout Page,286
User_1304,Homepage,220
User_1178,Homepage,379
User_3769,Cart Page,307
User_4771,Cart Page,553
User_1510,Checkout Page,402
User_3615,Checkout Page,531
User_58,Homepage,378
User_3269,Homepage,91
User_3464,Cart Page,426
User_311,Checkout Page,591
User_592,Checkout Page,310
User_1535,Homepage,359
User_2028,Product Page,536
User_2513,Category Page,124
User_4476,Category Page,134
User_3518,Cart Page,74
User_1555,Homepage,246
User_588,Cart Page,285
User_4581,Product Page,60
User_1476,Homepage,477
User_3074,Checkout Page,535
User_1096,Category Page,328
User_668,Category Page,290
User_766,Cart Page,387
User_3739,Product Page,100
User_3029,Checkout Page,195
User_2080,Product Page,512
User_2747,Category Page,134
User_2355,Homepage,217
User_2688,Product Page,262
User_3321,Cart Page,212
User_1093,Product Page,323
User_1238,Cart Page,22
User_3774,Homepage,389
User_4366,Cart Page,521
User_410,Category Page,373
User_2234,Product Page,258
User_3519,Checkout Page,509
User_391,Category Page,493
User_2821,Category Page,480
User_309,Category Page,76
User_2739,Checkout Page,536
User_2528,Cart Page,229
User_2864,Product Page,353
User_750,Homepage,376
User_1641,Homepage,22
User_2602,Homepage,24
User_582,Checkout Page,301
User_1028,Checkout Page,239
User_2916,Homepage,111
User_455,Product Page,162
User_2552,Checkout Page,363
User_4044,Homepage,222
User_2268,Homepage,511
User_2567,Cart Page,433
User_2284,Cart Page,261
User_289,Cart Page,423
User_2312,Checkout Page,183
User_4035,Homepage,81
User_3617,Cart Page,46
User_1980,Cart Page,264
User_4083,Cart Page,188
User_3730,Category Page,418
User_2892,Product Page,279
User_227,Category Page,413
User_1723,Cart Page,373
User_319,Category Page,381
User_4971,Product Page,139
User_4673,Cart Page,173
User_346,Checkout Page,392
User_4669,Homepage,487
User_159,Product Page,324
User_2045,Category Page,355
User_3845,Checkout Page,321
User_3830,Cart Page,188
User_4892,Category Page,577
User_3230,Product Page,479
User_2102,Category Page,368
User_4965,Cart Page,349
User_1913,Cart Page,190
User_4349,Cart Page,313
User_4534,Checkout Page,201
User_1879,Cart Page,223
User_3414,Category Page,61
User_3309,Homepage,221
User_2697,Product Page,151
User_3268,Homepage,338
User_1739,Product Page,98
User_893,Cart Page,58
User_2687,Cart Page,16
User_2645,Homepage,296
User_3640,Checkout Page,281
User_1114,Product Page,134
User_18,Homepage,592
User_114,Category Page,157
User_1492,Category Page,308
User_3368,Cart Page,244
User_2723,Homepage,120
User_2660,Homepage,549
User_4117,Cart Page,161
User_1238,Category Page,482
User_1731,Product Page,334
User_1379,Cart Page,261
User_4688,Cart Page,242
User_3626,Checkout Page,179
User_565,Homepage,307
User_4048,Homepage,77
User_2097,Product Page,32
User_3831,Cart Page,359
User_4419,Product Page,89
User_79,Homepage,198
User_1031,Cart Page,493
User_505,Homepage,462
User_168,Product Page,363
User_2989,Cart Page,367
User_3517,Category Page,278
User_244,Checkout Page,128
User_3703,Checkout Page,34
User_2012,Checkout Page,97
User_1172,Category Page,232
User_1087,Checkout Page,92
User_4319,Cart Page,545
User_283,Category Page,208
User_2520,Category Page,179
User_1447,Product Page,574
User_4079,Product Page,252
User_3658,Cart Page,552
User_1595,Cart Page,252
User_2990,Cart Page,420
User_3363,Cart Page,558
User_1604,Category Page,132
User_1509,Product Page,267
User_717,Product Page,278
User_3302,Category Page,96
User_1106,Checkout Page,68
User_1503,Product Page,220
User_305,Homepage,529
User_4743,Cart Page,311
User_4399,Checkout Page,489
User_4558,Homepage,316
User_3130,Homepage,408
User_2137,Checkout Page,365
User_2479,Category Page,479
User_4862,Category Page,213
User_4708,Product Page,153
User_3357,Category Page,57
User_3930,Category Page,144
User_1594,Category Page,87
User_2082,Product Page,258
User_747,Product Page,66
User_1883,Category Page,154
User_3773,Category Page,181
User_2368,Category Page,396
User_4247,Checkout Page,432
User_1504,Category Page,461
User_3538,Checkout Page,484
User_4029,Checkout Page,472
User_4574,Homepage,520
User_2812,Homepage,263
User_4839,Cart Page,114
User_2787,Homepage,212
User_671,Cart Page,359
User_1215,Checkout Page,580
User_1017,Homepage,74
User_3234,Product Page,333
User_4612,Category Page,382
User_4236,Cart Page,583
User_463,Checkout Page,81
User_3623,Product Page,438
User_953,Checkout Page,334
User_1343,Cart Page,474
User_3369,Category Page,568
User_3015,Homepage,204
User_4369,Category Page,262
User_941,Homepage,473
User_3809,Homepage,274
User_3622,Product Page,313
User_2795,Checkout Page,324
User_2397,Product Page,577
User_4348,Category Page,365
User_1665,Cart Page,593
User_4786,Homepage,97
User_77,Category Page,511
User_4686,Homepage,28
User_4811,Checkout Page,466
User_587,Checkout Page,287
User_4998,Product Page,506
User_2395,Checkout Page,41
User_1213,Category Page,525
User_3023,Homepage,182
User_1023,Product Page,346
User_4576,Checkout Page,99
User_2761,Category Page,168
User_3878,Category Page,599
User_1904,Category Page,528
User_2669,Checkout Page,139
User_1797,Cart Page,175
User_1308,Category Page,523
User_2565,Cart Page,465
User_2487,Cart Page,593
User_494,Cart Page,300
User_4907,Category Page,134
User_2348,Category Page,338
User_4199,Category Page,198
User_4572,Category Page,99
User_1854,Checkout Page,286
User_2070,Product Page,75
User_2813,Cart Page,167
User_1107,Cart Page,188
User_730,Category Page,268
User_1304,Product Page,46
User_4674,Product Page,442
User_2896,Category Page,279
User_2088,Checkout Page,508
User_763,Checkout Page,563
User_1650,Cart Page,323
User_1900,Cart Page,63
User_4167,Checkout Page,233
User_2497,Cart Page,476
User_3274,Category Page,504
User_3425,Cart Page,197
User_1287,Cart Page,221
User_4108,Category Page,454
User_4833,Homepage,299
User_3209,Category Page,115
User_2453,Homepage,356
User_842,Cart Page,443
User_3975,Category Page,65
User_847,Homepage,191
User_3602,Category Page,162
User_2442,Homepage,478
User_4585,Category Page,39
User_2711,Checkout Page,339
User_3210,Homepage,172
User_294,Checkout Page,323
User_170,Homepage,275
User_4234,Homepage,515
User_4726,Cart Page,500
User_3342,Product Page,503
User_3822,Cart Page,209
User_2062,Checkout Page,364
User_4213,Category Page,543
User_1158,Checkout Page,119
User_3536,Cart Page,341
User_46,Category Page,480
User_2529,Homepage,397
User_1867,Checkout Page,274
User_3090,Homepage,30
User_3334,Category Page,502
User_3083,Category Page,366
User_2417,Checkout Page,434
User_2440,Product Page,66
User_34,Product Page,27
User_2759,Homepage,529
User_60,Homepage,11
User_2648,Homepage,189
User_1374,Homepage,329
User_4888,Product Page,84
User_86,Homepage,121
User_4066,Product Page,438
User_3371,Category Page,438
User_4031,Homepage,574
User_4549,Cart Page,118
User_536,Product Page,453
User_482,Homepage,372
User_745,Homepage,438
User_960,Product Page,217
User_2633,Product Page,149
User_4077,Category Page,565
User_1337,Product Page,301
User_1985,Product Page,259
User_1866,Checkout Page,483
User_2031,Homepage,34
User_2826,Product Page,75
User_4952,Cart Page,387
User_1130,Category Page,46
User_3421,Category Page,36
User_4240,Cart Page,351
User_3269,Product Page,294
User_4292,Homepage,75
User_3798,Homepage,45
User_468,Category Page,245
User_1897,Category Page,523
User_2764,Category Page,237
User_281,Category Page,386
User_48,Product Page,274
User_857,Checkout Page,233
User_2500,Product Page,117
User_2170,Checkout Page,190
User_3922,Cart Page,543
User_2830,Product Page,28
User_4290,Category Page,431
User_477,Cart Page,202
User_2641,Product Page,579
User_213,Category Page,390
User_1058,Homepage,360
User_4341,Cart Page,574
User_4438,Product Page,545
User_2378,Checkout Page,123
User_233,Product Page,265
User_372,Checkout Page,225
User_4628,Cart Page,207
User_4497,Category Page,317
User_2818,Category Page,450
User_165,Checkout Page,213
User_4644,Category Page,134
User_1573,Homepage,88
User_4808,Category Page,531
User_2936,Checkout Page,196
User_3762,Product Page,74
User_3564,Checkout Page,275
User_1992,Homepage,299
User_385,Checkout Page,578
User_813,Category Page,266
User_1203,Category Page,565
User_4174,Checkout Page,24
User_1946,Product Page,362
User_4483,Product Page,574
User_1659,Cart Page,494
User_3779,Category Page,78
User_700,Category Page,219
User_4943,Homepage,360
User_3621,Cart Page,21
User_2504,Category Page,335
User_4872,Product Page,198
User_269,Product Page,314
User_2186,Homepage,59
User_4194,Homepage,589
User_1703,Category Page,525
User_3846,Product Page,254
User_4775,Category Page,507
User_1984,Cart Page,339
User_3868,Checkout Page,325
User_149,Product Page,89
User_1367,Cart Page,190
User_4963,Product Page,101
User_2454,Product Page,265
User_1780,Cart Page,418
User_4706,Category Page,526
User_2160,Product Page,14
User_3399,Checkout Page,350
User_3304,Product Page,521
User_429,Category Page,453
User_3094,Category Page,256
User_3991,Homepage,464
User_3566,Cart Page,567
User_411,Cart Page,581
User_772,Homepage,477
User_3559,Category Page,86
User_3170,Checkout Page,54
User_3699,Cart Page,22
User_1584,Category Page,124
User_533,Checkout Page,220
User_26,Cart Page,283
User_1542,Cart Page,173
User_1800,Category Page,289
User_1349,Cart Page,56
User_663,Cart Page,172
User_937,Homepage,326
User_2245,Homepage,553
User_2774,Checkout Page,497
User_2041,Cart Page,284
User_132,Cart Page,517
User_1770,Product Page,184
User_466,Checkout Page,323
User_2991,Checkout Page,58
User_1623,Product Page,362
User_1927,Homepage,124
User_1460,Cart Page,571
User_1939,Cart Page,537
User_424,Homepage,438
User_4506,Category Page,149
User_4527,Checkout Page,353
User_4891,Category Page,162
User_2860,Product Page,261
User_848,Homepage,162
User_1904,Product Page,62
User_695,Checkout Page,114
User_1506,Product Page,389
User_2466,Homepage,80
User_317,Cart Page,392
